City,Sub_Area,Property_Type,Land_Type,BHK,Year_Listed,Price
Visakhapatnam,Muralinagar,Land,Commercial,0,2022,10730000.0
Rajahmundry,Lalacheruvu,Residency,Residential,2,2024,24414000.0
Guntur,Lakshmipuram,Residency,Residential,2,2015,8809000.0
Eluru,Eluru City,Residency,Residential,2,2023,24486000.0
Guntur,Tenali Road,Residency,Residential,3,2021,14194000.0
Visakhapatnam,Steel Plant,Residency,Residential,5,2017,15263000.0
Tirupati,Tiruchanoor Road,Residency,Residential,4,2021,31763000.0
Kurnool,Joharapuram,Land,Commercial,0,2018,21135000.0
Kakinada,Sambamurthy Nagar,Land,Agricultural,0,2016,5554000.0
Chittoor,Kongareddy Palle,Land,Industrial,0,2016,4891000.0
Vizianagaram,Nellimarla,Land,Residential,0,2019,12194000.0
Visakhapatnam,Kurmannapalem,Residency,Residential,4,2019,12837000.0
Kadapa,Mydukur Road,Land,Commercial,0,2024,14142000.0
Chittoor,Palamaner Road,Residency,Residential,3,2018,9079000.0
Vijayawada,Gunadala,Residency,Residential,4,2018,27380000.0
Eluru,Tangellamudi,Residency,Residential,3,2023,33270000.0
Eluru,Powerpet,Residency,Residential,1,2021,13832000.0
Anantapur,Sai Nagar,Land,Commercial,0,2015,13200000.0
Tirupati,Alipiri,Residency,Residential,3,2020,23755000.0
Eluru,Ramachandra Rao Peta,Residency,Residential,5,2017,37902000.0
Chittoor,Puttur Road,Land,Residential,0,2021,6619000.0
Kurnool,Venkataramana Colony,Land,Residential,0,2024,17035000.0
Kurnool,Kallur,Residency,Residential,2,2018,17500000.0
Vijayawada,Penamaluru,Residency,Residential,5,2023,35390000.0
Eluru,Tangellamudi,Land,Residential,0,2017,13694000.0
Kakinada,Ramanayyapeta,Land,Residential,0,2022,13633000.0
Kakinada,Boat Club,Land,Residential,0,2015,7753000.0
Guntur,Arundalpet,Residency,Residential,2,2017,7914000.0
Nellore,Magunta Layout,Land,Industrial,0,2020,13520000.0
Tirupati,TUDA Layout,Residency,Residential,5,2018,42944000.0
Tirupati,Padmavathi Puram,Residency,Residential,1,2020,16728000.0
Tirupati,Bairagipatteda,Land,Agricultural,0,2022,11190000.0
Chittoor,Bangarupalem,Land,Industrial,0,2024,9928000.0
Rajahmundry,Morampudi,Land,Industrial,0,2020,21413000.0
Rajahmundry,Prakash Nagar,Residency,Residential,4,2022,30507000.0
Tirupati,Chandragiri,Residency,Residential,4,2020,38617000.0
Chittoor,Murakambattu,Residency,Residential,2,2023,8348000.0
Vizianagaram,Poolbagh,Residency,Residential,2,2018,12512000.0
Kadapa,Yerramukkapalli,Land,Residential,0,2019,5262000.0
Vizianagaram,Simhachalam Road,Residency,Residential,3,2024,24642000.0
Nellore,Atmakur Bus Stand,Land,Residential,0,2017,12014000.0
Tirupati,Korlagunta,Residency,Residential,1,2018,15596000.0
Rajahmundry,Diwancheruvu,Residency,Residential,4,2016,27150000.0
Kadapa,Chinna Chowk,Residency,Residential,3,2022,12843000.0
Tirupati,Chandragiri,Land,Industrial,0,2024,30852000.0
Visakhapatnam,Madhurawada,Land,Agricultural,0,2022,3226000.0
Kurnool,C-Camp,Land,Industrial,0,2019,19477000.0
Kakinada,Bhanugudi,Residency,Residential,1,2019,11238000.0
Kadapa,Ravindra Nagar,Land,Agricultural,0,2015,2632000.0
Kadapa,Ravindra Nagar,Residency,Residential,3,2022,11075000.0
Visakhapatnam,Gajuwaka,Residency,Residential,2,2018,6319000.0
Rajahmundry,Kotipalli,Land,Industrial,0,2021,25250000.0
Rajahmundry,Prakash Nagar,Land,Commercial,0,2020,19132000.0
Visakhapatnam,Anakapalle,Land,Industrial,0,2017,6859000.0
Chittoor,Vellore Road,Land,Residential,0,2022,6538000.0
Rajahmundry,Prakash Nagar,Land,Industrial,0,2015,13430000.0
Rajahmundry,Innespeta,Residency,Residential,3,2017,28486000.0
Kurnool,Kurnool City,Residency,Residential,2,2021,26552000.0
Vijayawada,Enikepadu,Land,Industrial,0,2021,21185000.0
Kakinada,NFCL Road,Land,Commercial,0,2016,17515000.0
Kakinada,Boat Club,Residency,Residential,2,2020,14154000.0
Kadapa,Nagarajupalli,Land,Residential,0,2024,8268000.0
Kakinada,NFCL Road,Land,Commercial,0,2017,18433000.0
Nellore,Magunta Layout,Land,Commercial,0,2017,12966000.0
Guntur,Brodipet,Residency,Residential,5,2019,14462000.0
Kurnool,Nandyal Road,Residency,Residential,3,2017,20598000.0
Ongole,Pernamitta,Land,Commercial,0,2017,9184000.0
Ongole,Bhagya Nagar,Residency,Residential,1,2024,10566000.0
Kakinada,Sambamurthy Nagar,Residency,Residential,3,2018,18102000.0
Kurnool,Kallur,Residency,Residential,3,2021,26281000.0
Rajahmundry,Bommuru,Land,Commercial,0,2020,22488000.0
Nellore,Mini Bypass,Land,Commercial,0,2015,12701000.0
Vijayawada,Benz Circle,Land,Agricultural,0,2019,6104000.0
Anantapur,Bukkarayasamudram,Land,Industrial,0,2022,18981000.0
Kakinada,Sarpavaram,Land,Agricultural,0,2015,5770000.0
Chittoor,Puttur Road,Land,Agricultural,0,2021,3860000.0
Srikakulam,Amadalavalasa Road,Land,Commercial,0,2019,21427000.0
Tirupati,MR Palli,Residency,Residential,2,2016,18658000.0
Vizianagaram,Simhachalam Road,Residency,Residential,3,2016,17838000.0
Guntur,Brodipet,Land,Commercial,0,2022,10065000.0
Visakhapatnam,Muralinagar,Land,Commercial,0,2016,7261000.0
Kurnool,Kodumur,Residency,Residential,2,2024,29995000.0
Anantapur,Bukkarayasamudram,Land,Residential,0,2016,10100000.0
Anantapur,Maruthi Nagar,Residency,Residential,1,2022,13798000.0
Vijayawada,Gollapudi,Residency,Residential,5,2018,34952000.0
Chittoor,Vellore Road,Land,Agricultural,0,2017,2919000.0
Vizianagaram,Bondapalli,Land,Industrial,0,2018,14419000.0
Anantapur,Rudrampeta,Land,Agricultural,0,2016,5192000.0
Tirupati,Renigunta,Residency,Residential,1,2015,12462000.0
Kadapa,Kadapa City,Residency,Residential,4,2018,14890000.0
Kakinada,Jagannaickpur,Land,Agricultural,0,2024,11033000.0
Kadapa,Kadapa City,Residency,Residential,5,2019,16818000.0
Vizianagaram,Dharmapuri,Land,Agricultural,0,2024,7654000.0
Vizianagaram,Denkada,Land,Commercial,0,2022,21020000.0
Guntur,Arundalpet,Residency,Residential,3,2017,10483000.0
Vizianagaram,Bondapalli,Residency,Residential,5,2024,35162000.0
Vijayawada,Gannavaram,Land,Residential,0,2015,11803000.0
Nellore,Magunta Layout,Land,Residential,0,2016,8134000.0
Rajahmundry,Diwancheruvu,Residency,Residential,3,2016,23090000.0
Kurnool,Joharapuram,Land,Residential,0,2016,12019000.0
Tirupati,Padmavathi Puram,Land,Residential,0,2015,11225000.0
Nellore,VRC Centre,Land,Commercial,0,2018,16533000.0
Anantapur,Sai Nagar,Land,Commercial,0,2019,17447000.0
Guntur,Syamala Nagar,Residency,Residential,5,2023,24435000.0
Guntur,Lakshmipuram,Residency,Residential,3,2016,11722000.0
Kurnool,Kurnool City,Residency,Residential,4,2015,29601000.0
Rajahmundry,Bommuru,Residency,Residential,3,2022,31305000.0
Kakinada,Sarpavaram,Land,Residential,0,2015,9753000.0
Chittoor,Puttur Road,Land,Agricultural,0,2022,4244000.0
Kadapa,Rayachoti Road,Residency,Residential,5,2022,22095000.0
Eluru,Tangellamudi,Residency,Residential,4,2018,34102000.0
Kadapa,Nagarajupalli,Land,Agricultural,0,2024,4753000.0
Srikakulam,Gujarathipeta,Residency,Residential,5,2017,28346000.0
Rajahmundry,Bommuru,Residency,Residential,1,2024,20238000.0
Tirupati,TUDA Layout,Land,Agricultural,0,2017,9594000.0
Anantapur,Kalyandurg Road,Residency,Residential,3,2016,22447000.0
Guntur,Amaravathi Road,Residency,Residential,3,2017,10533000.0
Kadapa,Ravindra Nagar,Land,Industrial,0,2020,7714000.0
Vizianagaram,Gajularega,Residency,Residential,5,2023,29521000.0
Anantapur,Kalyandurg Road,Land,Agricultural,0,2018,7824000.0
Tirupati,TUDA Layout,Residency,Residential,4,2022,44610000.0
Rajahmundry,Korukonda Road,Residency,Residential,4,2018,32443000.0
Rajahmundry,Korukonda Road,Land,Agricultural,0,2024,12633000.0
Vizianagaram,Denkada,Land,Industrial,0,2017,13439000.0
Kurnool,C-Camp,Land,Residential,0,2023,18041000.0
Nellore,Muthukur Road,Land,Commercial,0,2024,24784000.0
Nellore,Ramalingapuram,Land,Commercial,0,2024,28668000.0
Rajahmundry,Kotipalli,Residency,Residential,3,2018,30914000.0
Guntur,Tenali Road,Residency,Residential,3,2024,15730000.0
Rajahmundry,Morampudi,Land,Commercial,0,2017,21111000.0
Nellore,Muthukur Road,Residency,Residential,1,2021,14989000.0
Srikakulam,Gujarathipeta,Land,Residential,0,2020,12473000.0
Eluru,Chintalapudi Road,Residency,Residential,3,2019,26683000.0
Nellore,Muthukur Road,Residency,Residential,5,2018,31788000.0
Guntur,Arundalpet,Residency,Residential,2,2023,9902000.0
Nellore,Balaji Nagar,Land,Commercial,0,2023,23066000.0
Kadapa,Kadapa City,Residency,Residential,2,2017,8823000.0
Ongole,Mangamuru Road,Land,Agricultural,0,2022,4376000.0
Kakinada,Bhanugudi,Land,Industrial,0,2018,11995000.0
Nellore,Podalakur Road,Land,Agricultural,0,2021,6686000.0
Kadapa,Kadapa City,Residency,Residential,5,2022,19328000.0
Kadapa,Akkayapalli,Residency,Residential,5,2017,15965000.0
Visakhapatnam,Muralinagar,Residency,Residential,4,2015,10746000.0
Vijayawada,Gollapudi,Land,Industrial,0,2021,20298000.0
Srikakulam,Balaga,Residency,Residential,4,2023,28675000.0
Guntur,Nallapadu,Land,Residential,0,2015,6703000.0
Tirupati,Chandragiri,Residency,Residential,1,2016,17231000.0
Tirupati,Korlagunta,Residency,Residential,2,2024,27253000.0
Vijayawada,Gunadala,Residency,Residential,4,2015,24479000.0
Guntur,Brodipet,Residency,Residential,5,2019,14369000.0
Kakinada,Ramanayyapeta,Land,Residential,0,2018,10633000.0
Guntur,Gorantla,Residency,Residential,5,2021,18132000.0
Kurnool,C-Camp,Land,Agricultural,0,2017,7922000.0
Nellore,Atmakur Bus Stand,Land,Commercial,0,2022,23744000.0
Guntur,Gorantla,Residency,Residential,1,2018,6892000.0
Kadapa,Mariyapuram,Residency,Residential,3,2020,10655000.0
Guntur,Lakshmipuram,Land,Residential,0,2019,6822000.0
Anantapur,Rapthadu Road,Residency,Residential,1,2015,12252000.0
Chittoor,Palamaner Road,Residency,Residential,1,2022,6465000.0
Kurnool,Nandyal Road,Land,Residential,0,2016,10571000.0
Vijayawada,Gunadala,Residency,Residential,4,2017,27076000.0
Eluru,Sanivarapupeta,Residency,Residential,2,2022,20113000.0
Vijayawada,Bhavanipuram,Residency,Residential,5,2020,35338000.0
Vijayawada,Gannavaram,Land,Agricultural,0,2020,10039000.0
Rajahmundry,Diwancheruvu,Residency,Residential,1,2015,12905000.0
Guntur,Inner Ring Road,Residency,Residential,1,2018,7547000.0
Ongole,Lawyerpet,Residency,Residential,4,2016,14812000.0
Rajahmundry,Morampudi,Land,Agricultural,0,2016,8236000.0
Ongole,Lawyerpet,Residency,Residential,3,2024,15611000.0
Chittoor,Gangadhara Nellore,Residency,Residential,3,2015,9311000.0
Srikakulam,Balaga,Residency,Residential,4,2017,22806000.0
Visakhapatnam,MVP Colony,Land,Residential,0,2017,4596000.0
Tirupati,Karakambadi,Land,Residential,0,2022,19707000.0
Kakinada,Boat Club,Residency,Residential,4,2016,19036000.0
Rajahmundry,Danavaipeta,Land,Commercial,0,2022,21702000.0
Anantapur,Gooty Road,Land,Industrial,0,2017,15392000.0
Vijayawada,Poranki,Residency,Residential,1,2024,20167000.0
Vijayawada,Enikepadu,Land,Agricultural,0,2018,8033000.0
Chittoor,Murakambattu,Residency,Residential,3,2017,8430000.0
Kurnool,Budhavarapeta,Residency,Residential,1,2015,12954000.0
Vijayawada,Penamaluru,Land,Commercial,0,2022,21363000.0
Kakinada,Boat Club,Land,Agricultural,0,2016,4821000.0
Ongole,Pelluru,Land,Residential,0,2021,9739000.0
Srikakulam,Amadalavalasa Road,Residency,Residential,2,2015,18536000.0
Vijayawada,Penamaluru,Land,Commercial,0,2015,14789000.0
Kurnool,Kodumur,Land,Industrial,0,2023,28381000.0
Kakinada,Indrapalem,Land,Agricultural,0,2023,9450000.0
Ongole,Lawyerpet,Land,Industrial,0,2020,10164000.0
Ongole,Kurnool Road,Land,Industrial,0,2021,11092000.0
Vijayawada,Kanuru,Residency,Residential,3,2024,25338000.0
Kakinada,Sambamurthy Nagar,Residency,Residential,1,2017,10528000.0
Srikakulam,Gujarathipeta,Residency,Residential,5,2016,25658000.0
Kadapa,Kadapa City,Land,Commercial,0,2015,7651000.0
Anantapur,Maruthi Nagar,Residency,Residential,1,2020,11905000.0
Tirupati,Tiruchanoor Road,Residency,Residential,3,2018,23580000.0
Rajahmundry,Diwancheruvu,Land,Residential,0,2022,16790000.0
Kurnool,C-Camp,Land,Residential,0,2017,13633000.0
Guntur,Nallapadu,Land,Agricultural,0,2015,3942000.0
Tirupati,Renigunta,Land,Agricultural,0,2020,8509000.0
Kadapa,Kamalapuram,Land,Industrial,0,2020,10725000.0
Tirupati,Renigunta,Residency,Residential,2,2023,22615000.0
Vijayawada,Gunadala,Land,Agricultural,0,2019,7395000.0
Visakhapatnam,Madhurawada,Land,Agricultural,0,2018,2534000.0
Srikakulam,Ponduru Road,Residency,Residential,5,2021,44228000.0
Ongole,Mangamuru Road,Land,Industrial,0,2018,7529000.0
Visakhapatnam,Steel Plant,Residency,Residential,4,2020,14582000.0
Ongole,Kurnool Road,Residency,Residential,1,2019,8590000.0
Nellore,Muthukur Road,Land,Residential,0,2020,13724000.0
Srikakulam,Day and Night Junction,Land,Residential,0,2019,13300000.0
Tirupati,Alipiri,Residency,Residential,3,2018,21522000.0
Guntur,Tenali Road,Residency,Residential,3,2019,12545000.0
Kakinada,Boat Club,Residency,Residential,2,2016,12791000.0
Vijayawada,Poranki,Residency,Residential,5,2023,43418000.0
Anantapur,Bukkarayasamudram,Residency,Residential,4,2020,28622000.0
Vijayawada,Enikepadu,Land,Agricultural,0,2017,7638000.0
Rajahmundry,Bommuru,Residency,Residential,3,2024,32118000.0
Rajahmundry,Diwancheruvu,Land,Industrial,0,2023,21956000.0
Visakhapatnam,Kurmannapalem,Residency,Residential,4,2018,12258000.0
Visakhapatnam,Pendurthi,Land,Agricultural,0,2021,4091000.0
Guntur,Brodipet,Residency,Residential,3,2024,13418000.0
Anantapur,Rudrampeta,Residency,Residential,5,2016,24300000.0
Kadapa,Ravindra Nagar,Residency,Residential,1,2022,6967000.0
Anantapur,Rudrampeta,Land,Residential,0,2024,13632000.0
Rajahmundry,Diwancheruvu,Residency,Residential,3,2019,24301000.0
Eluru,Vatluru,Land,Agricultural,0,2022,8643000.0
Nellore,Mini Bypass,Residency,Residential,2,2023,19079000.0
Kakinada,NFCL Road,Residency,Residential,5,2019,35815000.0
Nellore,Mini Bypass,Land,Residential,0,2020,11475000.0
Vizianagaram,Nellimarla,Residency,Residential,4,2018,25661000.0
Tirupati,MR Palli,Residency,Residential,3,2015,24390000.0
Eluru,Ramachandra Rao Peta,Residency,Residential,4,2021,37594000.0
Visakhapatnam,Rushikonda,Residency,Residential,1,2017,5285000.0
Visakhapatnam,Muralinagar,Residency,Residential,1,2022,6973000.0
Kakinada,Jagannaickpur,Land,Commercial,0,2022,25727000.0
Tirupati,Padmavathi Puram,Residency,Residential,2,2017,19266000.0
Eluru,Chintalapudi Road,Land,Agricultural,0,2015,6846000.0
Visakhapatnam,Madhurawada,Land,Agricultural,0,2015,2094000.0
Vizianagaram,Vizianagaram City,Land,Industrial,0,2015,10818000.0
Srikakulam,Amadalavalasa Road,Land,Agricultural,0,2024,10907000.0
Chittoor,Puttur Road,Residency,Residential,3,2016,9624000.0
Guntur,Nallapadu,Residency,Residential,5,2016,18625000.0
Visakhapatnam,Anakapalle,Residency,Residential,3,2018,10741000.0
Kadapa,Ravindra Nagar,Residency,Residential,4,2018,11455000.0
Ongole,Ongole City,Residency,Residential,3,2018,14489000.0
Anantapur,Gooty Road,Residency,Residential,5,2018,33446000.0
Srikakulam,Ponduru Road,Land,Residential,0,2023,19782000.0
Vijayawada,Penamaluru,Land,Commercial,0,2015,14527000.0
Chittoor,Vellore Road,Land,Industrial,0,2022,7940000.0
Vijayawada,Kanuru,Residency,Residential,1,2017,11666000.0
Anantapur,Rapthadu Road,Residency,Residential,4,2018,26121000.0
Eluru,Eluru City,Residency,Residential,5,2015,33090000.0
Rajahmundry,Hukumpeta,Land,Agricultural,0,2019,10552000.0
Tirupati,Korlagunta,Residency,Residential,2,2018,21324000.0
Rajahmundry,Lalacheruvu,Residency,Residential,2,2020,20983000.0
Eluru,Ashok Nagar,Land,Agricultural,0,2018,6548000.0
Eluru,Chintalapudi Road,Residency,Residential,5,2020,38402000.0
Kadapa,Ravindra Nagar,Land,Agricultural,0,2024,4459000.0
Anantapur,GeorgePeta,Residency,Residential,4,2020,21940000.0
Rajahmundry,Korukonda Road,Residency,Residential,5,2020,39304000.0
Srikakulam,Balaga,Residency,Residential,1,2015,10113000.0
Rajahmundry,Korukonda Road,Residency,Residential,1,2022,18118000.0
Vizianagaram,Gajularega,Residency,Residential,5,2022,28295000.0
Srikakulam,Balaga,Land,Commercial,0,2020,16980000.0
Chittoor,Greamspet,Residency,Residential,2,2015,5764000.0
Rajahmundry,Bommuru,Residency,Residential,5,2015,32333000.0
Chittoor,Puttur Road,Residency,Residential,4,2019,13185000.0
Chittoor,Vellore Road,Land,Agricultural,0,2018,2858000.0
Rajahmundry,Hukumpeta,Residency,Residential,5,2015,38588000.0
Eluru,Ashok Nagar,Land,Industrial,0,2024,21892000.0
Anantapur,Sai Nagar,Residency,Residential,3,2018,19634000.0
Chittoor,Greamspet,Residency,Residential,2,2023,7351000.0
Rajahmundry,Korukonda Road,Residency,Residential,1,2018,15998000.0
Ongole,Bhagya Nagar,Residency,Residential,4,2020,19291000.0
Rajahmundry,Diwancheruvu,Residency,Residential,3,2023,29996000.0
Tirupati,Korlagunta,Residency,Residential,1,2020,17582000.0
Tirupati,TUDA Layout,Residency,Residential,2,2020,28301000.0
Ongole,Lawyerpet,Residency,Residential,4,2019,16623000.0
Rajahmundry,Innespeta,Land,Residential,0,2018,15036000.0
Kakinada,Kakinada Port,Residency,Residential,5,2024,38031000.0
Tirupati,TUDA Layout,Residency,Residential,3,2023,37501000.0
Eluru,Chintalapudi Road,Land,Residential,0,2017,11970000.0
Vizianagaram,Denkada,Residency,Residential,2,2017,16661000.0
Chittoor,Irala,Residency,Residential,2,2019,9479000.0
Guntur,Syamala Nagar,Land,Commercial,0,2015,9542000.0
Kakinada,Jagannaickpur,Residency,Residential,4,2018,30111000.0
Tirupati,MR Palli,Residency,Residential,4,2017,31340000.0
Ongole,Santhapet,Land,Residential,0,2023,8422000.0
Kurnool,Budhavarapeta,Residency,Residential,1,2023,18200000.0
Kurnool,Kodumur,Residency,Residential,2,2017,24840000.0
Eluru,Powerpet,Land,Industrial,0,2024,18886000.0
Vizianagaram,Gajularega,Residency,Residential,3,2017,16326000.0
Anantapur,Maruthi Nagar,Land,Commercial,0,2017,14450000.0
Chittoor,Chittoor City,Residency,Residential,4,2018,11478000.0
Srikakulam,Narasannapeta Road,Residency,Residential,5,2024,44143000.0
Nellore,Ramalingapuram,Land,Agricultural,0,2021,9311000.0
Visakhapatnam,Steel Plant,Residency,Residential,5,2017,14668000.0
Tirupati,Bairagipatteda,Land,Industrial,0,2019,20675000.0
Ongole,Lawyerpet,Residency,Residential,2,2015,8860000.0
Vijayawada,Gannavaram,Land,Commercial,0,2021,25259000.0
Vizianagaram,Pusapatirega,Residency,Residential,5,2018,30069000.0
Kurnool,Kurnool City,Land,Agricultural,0,2017,8962000.0
Kurnool,Nandyal Road,Land,Commercial,0,2020,19105000.0
Visakhapatnam,Muralinagar,Residency,Residential,2,2021,9659000.0
Chittoor,Irala,Residency,Residential,5,2023,18925000.0
Nellore,Podalakur Road,Residency,Residential,2,2021,15951000.0
Kakinada,Bhanugudi,Land,Residential,0,2015,8234000.0
Eluru,Ashok Nagar,Residency,Residential,4,2018,26423000.0
Kurnool,Venkataramana Colony,Land,Residential,0,2021,14511000.0
Rajahmundry,Bommuru,Residency,Residential,4,2021,33397000.0
Eluru,Kaikaluru Road,Land,Industrial,0,2022,20362000.0
Anantapur,Kalyandurg Road,Land,Industrial,0,2017,15024000.0
Rajahmundry,Morampudi,Residency,Residential,4,2016,30116000.0
Ongole,Lawyerpet,Residency,Residential,4,2022,17532000.0
Chittoor,Palamaner Road,Land,Agricultural,0,2024,4226000.0
Nellore,Vedayapalem,Land,Industrial,0,2015,10321000.0
Kadapa,Mydukur Road,Residency,Residential,2,2020,10421000.0
Nellore,Atmakur Bus Stand,Land,Industrial,0,2021,20268000.0
Kurnool,Kodumur,Residency,Residential,4,2022,45437000.0
Kakinada,Bhanugudi,Land,Agricultural,0,2020,6428000.0
Kadapa,Mydukur Road,Residency,Residential,5,2023,22170000.0
Visakhapatnam,Steel Plant,Residency,Residential,4,2024,17854000.0
Visakhapatnam,Seethammadhara,Residency,Residential,3,2020,9054000.0
Kadapa,Ravindra Nagar,Residency,Residential,3,2016,9098000.0
Kadapa,Kadapa City,Land,Residential,0,2018,6329000.0
Vizianagaram,Gajularega,Residency,Residential,4,2015,18720000.0
Rajahmundry,Innespeta,Residency,Residential,1,2020,19293000.0
Tirupati,MR Palli,Residency,Residential,2,2021,24555000.0
Chittoor,Murakambattu,Land,Residential,0,2017,4127000.0
Chittoor,Irala,Land,Residential,0,2015,4917000.0
